	(39117)
embrace	(22)
shrink	(9)
Better	(8)
gift	(12)
shortness	(1)
basely	(4)
dial	(3)
Still	(12)
ending	(6)
arrival	(3)
kings	(63)
consciences	(2)
intent	(16)
bearing	(30)
prepare	(14)
apace	(4)
profess	(5)
talking	(5)
intend	(21)
Esperance	(1)
Sound	(20)
lofty	(8)
instruments	(3)
trumpets	(32)
exeunt	(1)
Plain	(2)
between	(37)
camps	(1)
enters	(6)
Alarum	(35)
crossest	(1)
Know	(9)
haunt	(3)
Stafford	(12)
instead	(11)
ended	(5)
prisoner	(35)
yielder	(2)
revenge	(52)
breathless	(4)
Semblably	(1)
whither	(14)
borrow	(8)
murder	(42)
Until	(16)
fairly	(14)
shot	(17)
free	(41)
scoring	(1)
Soft	(2)
weight	(17)
led	(20)
ragamuffins	(1)
idle	(16)
stark	(1)
stiff	(6)
vaunting	(2)
unrevenged	(2)
Turk	(4)
Gregory	(2)
city	(39)
finds	(10)
dally	(3)
throws	(3)
pierce	(6)
carbonado	(1)
grinning	(2)
unlooked	(1)
Another	(27)
Excursions	(8)
Lest	(25)
amaze	(2)
tent	(35)
Lead	(5)
scratch	(2)
massacres	(1)
duty	(49)
lustier	(1)
maintenance	(1)
ungrown	(1)
Lends	(1)
grow	(39)
Hydra	(3)
fatal	(22)
grieves	(10)
shadows	(8)
Seek	(7)
seeing	(13)
luckily	(1)
assay	(3)
whoe	(2)
Hold	(17)
Shirley	(1)
threatens	(3)
promiseth	(3)
flies	(16)
Cheerly	(2)
fares	(17)
Gawsey	(2)
succor	(11)
Clifton	(3)
Stay	(31)
tender	(47)
rescue	(14)
injury	(7)
hearken	(1)
insulting	(7)
speedy	(8)
poisonous	(3)
potions	(2)
treacherous	(14)
mistake	(10)
Two	(16)
sphere	(1)
brook	(21)
reign	(34)
greater	(20)
budding	(1)
garland	(12)
vanities	(6)
fights	(5)
falls	(16)
exit	(2)
wounded	(12)
loss	(53)
brittle	(4)
survey	(9)
prophesy	(12)
earthy	(3)
Lies	(7)
Dies	(12)
fare	(19)
weaved	(2)
ambition	(17)
shrunk	(1)
contain	(7)
vilest	(2)
Bears	(1)
stout	(11)
sensible	(3)
mangled	(4)
doing	(17)
rites	(7)
ignominy	(1)
grave	(60)
epitaph	(2)
spieth	(1)
Keep	(13)
spared	(3)
miss	(4)
deer	(9)
dearer	(3)
Embowell	(1)
Rising	(2)
Embowelled	(1)
embowel	(1)
termagant	(1)
scot	(1)
lot	(2)
Counterfeit	(1)
thereby	(8)
liveth	(3)
image	(14)
discretion	(5)
gunpowder	(3)
confutes	(1)
nobody	(5)
Stabbing	(3)
thigh	(2)
Takes	(4)
bravely	(12)
maiden	(12)
fantasy	(2)
eyesight	(1)
Throwing	(2)
strangest	(4)
luggage	(3)
nobly	(7)
gild	(7)
happiest	(4)
retreat	(11)
highest	(3)
rewards	(5)
rebuke	(7)
Pardon	(14)
contrary	(17)
Misuse	(1)
party	(19)
Christian	(31)
patiently	(4)
Since	(47)
avoided	(6)
Bear	(12)
Other	(4)
offenders	(8)
guarded	(16)
fled	(38)
falling	(8)
bruised	(3)
pursuers	(1)
dispose	(7)
bounty	(7)
belong	(7)
ransomless	(1)
shown	(6)
crests	(1)
Towards	(5)
busily	(1)
towards	(24)
Meeting	(1)
cheque	(12)
END	(10)
VI	(308)
THE	(4)
SIXTH	(1)
DUKE	(150)
GLOUCESTER	(453)
Protector	(6)
BEDFORD	(40)
Regent	(4)
BEAUFORT	(4)
Exeter	(27)
EXETER	(74)
Bishop	(14)
Winchester	(31)
afterwards	(22)
Cardinal	(15)
BISHOP	(57)
WINCHESTER	(39)
Somerset	(69)
SOMERSET	(86)
PLANTAGENET	(35)
Cambridge	(12)
WARWICK	(247)
SALISBURY	(98)
SUFFOLK	(179)
TALBOT	(93)
Talbot	(92)
FASTOLFE	(8)
WILLIAM	(13)
LUCY	(19)
GLANSDALE	(3)
GLANDSDALE	(1)
GARGRAVE	(6)
Mayor	(42)
WOODVILE	(4)
Lieutenant	(13)
Tower	(72)
White	(5)
Rose	(3)
BASSET	(11)
Red	(2)
Lawyer	(5)
Keepers	(4)
Gaoler	(3)
CHARLES	(54)
Dauphin	(71)
REIGNIER	(36)
Anjou	(18)
titular	(1)
Naples	(9)
BURGUNDY	(38)
ALENCON	(31)
BASTARD	(130)
ORLEANS	(57)
Governor	(3)
Paris	(19)
Gunner	(5)
Orleans	(32)
Son	(13)
Boy	(45)
General	(5)
French	(150)
Bourdeaux	(10)
Sergeant	(10)
Sargeant	(1)
Porter	(24)
Shepherd	(7)
Joan	(18)
la	(31)
Pucelle	(15)
MARGARET	(207)
Reignier	(14)
COUNTESS	(16)
AUVERGNE	(14)
JOAN	(64)
LA	(64)
PUCELLE	(64)
commonly	(2)
Arc	(3)
Warders	(1)
Heralds	(6)
Soldiers	(32)
Messengers	(7)
Warder	(5)
Captain	(55)
Officer	(3)
Soldier	(25)
Watch	(4)
Scout	(4)
Sentinel	(2)
Serving	(17)
Man	(17)
Third	(42)
Fiends	(2)
appearing	(5)
La	(4)
Partly	(2)
Westminster	(18)
Abbey	(6)
Dead	(4)
Funeral	(1)
Fifth	(19)
attended	(16)
Dukes	(7)
c	(20)
Hung	(2)
black	(43)
Comets	(1)
importing	(3)
Brandish	(1)
tresses	(2)
sky	(15)
revolting	(4)
consented	(4)
famous	(19)
until	(17)
Virtue	(4)
brandish	(4)
beams	(9)
spread	(11)
wider	(2)
wings	(22)
sparking	(2)
replete	(5)
wrathful	(10)
dazzled	(1)
mid	(3)
fierce	(18)
faces	(15)
exceed	(3)
conquered	(4)
mourn	(14)
revive	(6)
wooden	(4)
coffin	(4)
victory	(30)
stately	(5)
glorify	(3)
captives	(2)
triumphant	(6)
car	(6)
curse	(53)
planets	(3)
mishap	(1)
overthrow	(11)
Conjurers	(1)
sorcerers	(1)
magic	(1)
verses	(2)
contrived	(5)
dreadful	(25)
judgement	(3)
hosts	(1)
churchmen	(5)
thread	(6)
decay	(9)
None	(9)
effeminate	(4)
Whom	(32)
awe	(8)
Gloucester	(109)
whate	(3)
protector	(51)
lookest	(1)
holdeth	(2)
religious	(9)
Name	(3)
religion	(5)
throughout	(4)
Except	(8)
Cease	(2)
cease	(12)
jars	(2)
minds	(14)
heralds	(5)
Instead	(3)
avail	(2)
Posterity	(1)
await	(2)
moist	(3)
babes	(11)
suck	(12)
isle	(13)
women	(33)
wail	(15)
ghost	(14)
invocate	(2)
Prosper	(2)
Combat	(1)
adverse	(6)
star	(7)
Julius	(5)
Caesar	(13)
Sad	(4)
slaughter	(36)
discomfiture	(1)
Guienne	(1)
Champagne	(1)
Rheims	(2)
Guysors	(1)
Poictiers	(5)
softly	(3)
towns	(24)
burst	(10)
Rouen	(14)
yielded	(12)
recall	(2)
treachery	(12)
muttered	(1)
factions	(1)
whilst	(19)
dispatch	(23)
disputing	(1)
generals	(1)
lingering	(4)
wanteth	(2)
thinks	(14)
expense	(2)
guileful	(1)
obtain	(4)
Awake	(4)
awake	(9)
sloth	(2)
dim	(7)
horrors	(1)
begot	(9)
Cropp	(1)
de	(90)
luces	(2)
wanting	(7)
funeral	(4)
flowing	(4)
tides	(5)
Me	(8)
concern	(2)
steeled	(2)
disgraceful	(1)
wailing	(2)
Wounds	(1)
intermissive	(1)
miseries	(8)
view	(29)
petty	(8)
Bastard	(5)
Alencon	(17)
flieth	(1)
reproach	(10)
Bedford	(11)
slack	(3)
forwardness	(3)
army	(39)
Wherewith	(3)
overrun	(1)
add	(15)
laments	(3)
bedew	(3)
hearse	(3)
dismal	(8)
overcame	(2)
erthrown	(1)
large	(26)
tenth	(2)
August	(1)
Retiring	(1)
siege	(17)
Having	(10)
troop	(13)
encompassed	(1)
enrank	(1)
pikes	(3)
archers	(3)
sharp	(19)
stakes	(1)
hedges	(5)
pitched	(1)
confusedly	(1)
horsemen	(9)
continued	(1)
human	(3)
Enacted	(1)
wonders	(8)
lance	(8)
Hundreds	(1)
enraged	(7)
flew	(3)
exclaim	(5)
agazed	(1)
spying	(2)
undaunted	(2)
amain	(9)
rush	(8)
fully	(2)
Fastolfe	(3)
vaward	(3)
relieve	(3)
Cowardly	(2)
stroke	(16)
grew	(8)
wreck	(14)
massacre	(5)
Enclosed	(1)
Walloon	(1)
Thrust	(4)
assembled	(8)
Durst	(2)
presume	(9)
slay	(10)
idly	(10)
pomp	(18)
dastard	(5)
foemen	(2)
Scales	(2)
Hungerford	(2)
Most	(21)
likewise	(6)
hale	(2)
headlong	(4)
Bonfires	(1)
forthwith	(8)
George	(41)
quake	(5)
besieged	(4)
Salisbury	(49)
craveth	(1)
hardly	(15)
mutiny	(7)
multitude	(9)
Remember	(12)
quell	(2)
obedience	(20)
yoke	(13)
munition	(2)
Eltham	(3)
ordain	(6)
governor	(5)
devise	(16)
function	(4)
chiefest	(7)
stern	(16)
weal	(6)
flourish	(21)
Late	(1)
victors	(4)
moment	(12)
Otherwhiles	(1)
famish	(8)
ghosts	(4)
Faintly	(1)
besiege	(4)
porridge	(1)
beeves	(1)
dieted	(1)
mules	(1)
provender	(2)
piteous	(7)
mice	(1)
wont	(11)
Remaineth	(1)
fretting	(2)
alarum	(18)
forlorn	(7)
Him	(10)
killeth	(1)
Dogs	(3)
dastards	(2)
midst	(3)
homicide	(4)
fighteth	(1)
hungry	(10)
Froissart	(1)
countryman	(5)
records	(2)
Olivers	(1)
Rowlands	(1)
During	(5)
Edward	(198)
verified	(4)
Samsons	(1)
Goliases	(1)
sendeth	(1)
skirmish	(4)
Lean	(3)
raw	(4)
boned	(2)
e	(21)
audacity	(1)
hunger	(4)
enforce	(9)
eager	(6)
walls	(44)
forsake	(14)
gimmors	(1)
consent	(32)
cheer	(23)
appall	(1)
wrought	(16)
dismay	(3)
vision	(3)
Ordained	(1)
prophecy	(7)
Exceeding	(5)
sibyls	(1)
Rome	(25)
descry	(1)
Believe	(13)
unfallible	(1)
try	(24)
Question	(5)
proudly	(7)
Fair	(9)
feats	(6)
thinkest	(3)
apart	(11)
dash	(7)
shepherd	(7)
wit	(31)
untrain	(1)
Heaven	(19)
contemptible	(1)
estate	(12)
Lo	(21)
waited	(4)
lambs	(7)
parching	(2)
display	(5)
deigned	(1)
calamity	(5)
Her	(36)
success	(12)
complete	(8)
reveal	(2)
herself	(12)
whereas	(3)
swart	(2)
rays	(2)
infused	(1)
Ask	(4)
unpremeditated	(1)
combat	(14)
sex	(2)
Resolve	(3)
mate	(6)
astonish	(3)
Only	(15)
buckle	(6)
vanquishest	(1)
Otherwise	(1)
renounce	(2)
confidence	(4)
edged	(3)
Deck	(2)
Touraine	(5)
Katharine	(20)
churchyard	(2)
chose	(1)
overcomes	(1)
Amazon	(2)
fightest	(1)
Deborah	(1)
helps	(4)
Whoe	(2)
Impatiently	(1)
burn	(24)
desire	(36)
subdued	(7)
Excellent	(2)
sueth	(1)
sacred	(17)
chased	(5)
recompense	(5)
Meantime	(7)
prostrate	(3)
thrall	(3)
Doubtless	(2)
shrives	(1)
smock	(1)
protract	(1)
disturb	(8)
shrewd	(8)
tempters	(1)
distrustful	(1)
recreants	(2)
Fight	(6)
gasp	(6)
guard	(37)
confirm	(11)
Assign	(1)
assuredly	(2)
Expect	(2)
Martin	(1)
halcyon	(1)
entered	(7)
Glory	(1)
circle	(6)
ceaseth	(1)
enlarge	(3)
broad	(3)
spreading	(3)
disperse	(6)
nought	(15)
Dispersed	(1)
glories	(7)
included	(1)
ship	(10)
Mahomet	(1)
inspired	(5)
dove	(6)
Helen	(3)
Constantine	(1)
Philip	(15)
daughters	(8)
Bright	(1)
Venus	(2)
reverently	(3)
Leave	(8)
delays	(4)
Woman	(1)
Drive	(2)
immortalized	(1)
Presently	(3)
prophet	(10)
conveyance	(3)
warders	(1)
Open	(14)
knocks	(7)
imperiously	(1)
protect	(8)
willed	(1)
warrantize	(1)
flouted	(1)
dunghill	(5)
grooms	(2)
Gates	(2)
noise	(25)
forbids	(4)
express	(7)
commandment	(4)
Faint	(1)
Woodvile	(1)
prizest	(1)
fore	(9)
Arrogant	(1)
shut	(12)
Men	(14)
tawny	(5)
ambitious	(12)
Humphry	(1)
Peel	(1)
priest	(21)
usurping	(11)
proditor	(1)
manifest	(3)
conspirator	(2)
contrivedst	(1)
whores	(2)
indulgences	(1)
canvass	(2)
cardinal	(84)
hat	(6)
proceed	(11)
insolence	(6)
Damascus	(1)
Cain	(4)
Abel	(2)
carry	(13)
dared	(4)
Draw	(6)
privileged	(3)
Blue	(1)
Priest	(5)
tug	(2)
cuff	(1)
soundly	(6)
pope	(16)
drag	(4)
rope	(2)
Thee	(2)
wolf	(12)
sheep	(9)
array	(4)
hypocrite	(3)
hurly	(3)
burly	(2)
supreme	(4)
magistrates	(4)
contumeliously	(1)
mayor	(21)
Beaufort	(13)
distrain	(2)
foe	(38)
ercharging	(1)
fines	(2)
seeks	(4)
armour	(26)
suppress	(6)
Naught	(2)
rests	(5)
tumultuous	(4)
strife	(11)
repair	(12)
dwelling	(3)
places	(12)
handle	(6)
weapon	(11)
henceforward	(4)
pain	(26)
clubs	(1)
mayst	(19)
Abominable	(1)
severally	(5)
coast	(10)
depart	(18)
nobles	(22)
stomachs	(5)
suburbs	(3)
Father	(15)
Howe	(1)
unfortunate	(2)
Chief	(67)
gunner	(2)
Something	(4)
espials	(2)
informed	(2)
intrench	(1)
Wont	(1)
bars	(5)
yonder	(11)
tower	(7)
overpeer	(2)
discover	(5)
assault	(5)
intercept	(2)
inconvenience	(1)
ordnance	(4)
spy	(7)
turrets	(1)
joy	(60)
handled	(3)
released	(4)
Discourse	(1)
turret	(2)
Ponton	(1)
Santrailles	(1)
ransomed	(4)
baser	(2)
Once	(16)
barter	(1)
disdaining	(1)
scorn	(32)
craved	(2)
Rather	(6)
esteem	(6)
fists	(1)
scoffs	(3)
contumelious	(2)
taunts	(5)
produced	(2)
spectacle	(5)
terror	(15)
scarecrow	(1)
affrights	(3)
broke	(33)
officers	(12)
stones	(19)
hurl	(7)
beholders	(3)
grisly	(1)
deem	(5)
mongst	(6)
supposed	(10)
rend	(5)
spurn	(5)
pieces	(13)
posts	(7)
adamant	(1)
Wherefore	(9)
chosen	(11)
minute	(8)
Ready	(5)
shoot	(10)
linstock	(2)
grieve	(13)
torments	(3)
sufficiently	(1)
count	(8)
Frenchmen	(16)
fortify	(4)
delight	(8)
Thomas	(53)
Gargrave	(2)
William	(30)
Glansdale	(1)
opinions	(8)
battery	(4)
gate	(10)
bulwark	(3)
bridge	(12)
aught	(17)
skirmishes	(1)
enfeebled	(2)
sinners	(2)
woful	(11)
farest	(1)
mirror	(5)
martial	(5)
Accursed	(3)
tragedy	(6)
thirteen	(2)
ercame	(1)
trump	(2)
striking	(3)
livest	(7)
vieweth	(1)
wants	(6)
bury	(6)
whiles	(18)
beckons	(1)
avenge	(1)
Nero	(2)
Wretched	(1)
thunders	(3)
lightens	(3)
tumult	(6)
Whence	(1)
cometh	(3)
gathered	(2)
prophetess	(4)
risen	(1)
lifteth	(1)
groan	(10)
irks	(2)
puzzel	(1)
dolphin	(1)
dogfish	(1)
quagmire	(1)
mingled	(3)
brains	(6)
Convey	(5)
pursueth	(1)
DAUPHIN	(38)
driveth	(1)
driving	(2)
Englishmen	(6)
re	(17)
troops	(17)
retire	(15)
clad	(4)
chaseth	(1)
bout	(2)
Devil	(1)
dam	(7)
Blood	(2)
straightway	(2)
servest	(2)
disgrace	(18)
Heavens	(2)
prevail	(21)
straining	(1)
asunder	(8)
chastise	(3)
minded	(6)
strumpet	(4)
victual	(1)
ertake	(2)
Help	(5)
testament	(4)
whirled	(1)
potter	(1)
Hannibal	(1)
conquers	(2)
lists	(9)
bees	(4)
smoke	(5)
doves	(4)
noisome	(2)
stench	(2)
hives	(1)
driven	(4)
fierceness	(2)
whelps	(1)
countrymen	(16)
renew	(3)
Renounce	(1)
stead	(2)
Sheep	(1)
leopard	(1)
hereof	(2)
Advance	(5)
waving	(1)
Rescued	(2)
Divinest	(1)
Astraea	(1)
Adonis	(1)
gardens	(1)
bloom	(2)
fruitful	(4)
Recover	(2)
hap	(8)
befall	(12)
bells	(6)
aloud	(8)
bonfires	(2)
banquet	(7)
celebrate	(2)
mirth	(7)
priests	(3)
friars	(1)
procession	(4)
endless	(4)
statelier	(1)
pyramis	(1)
rear	(5)
Rhodope	(1)
Memphis	(1)
memory	(11)
ashes	(15)
urn	(2)
jewel	(11)
Darius	(1)
Transported	(1)
festivals	(1)
queens	(6)
Denis	(4)
royally	(4)
After	(29)
Flourish	(36)
band	(10)
Sentinels	(2)
Near	(4)
sign	(24)
knowledge	(15)
servitors	(1)
beds	(8)
Constrain	(1)
Forces	(3)
scaling	(2)
ladders	(2)
beating	(1)
redoubted	(4)
Burgundy	(29)
approach	(14)
regions	(2)
Artois	(1)
Wallon	(1)
Picardy	(3)
caroused	(2)
banqueted	(1)
Embrace	(5)
opportunity	(3)
fitting	(4)
quittance	(3)
deceit	(12)
Contrived	(1)
baleful	(4)
sorcery	(1)
Coward	(1)
fame	(23)
Despairing	(1)
fortitude	(2)
witches	(2)
Traitors	(1)
pure	(22)
masculine	(1)
underneath	(7)
standard	(3)
begun	(7)
fortress	(2)
conquering	(3)
resolve	(9)
scale	(2)
flinty	(7)
bulwarks	(3)
Ascend	(2)
Agreed	(1)
yond	(2)
corner	(6)
mount	(13)
unready	(2)
Unready	(1)
trow	(5)
Hearing	(2)
alarums	(3)
exploits	(3)
venturous	(4)
sped	(3)
defensive	(2)
deceitful	(2)
dame	(10)
partakers	(1)
gain	(23)
alike	(9)
Sleeping	(4)
waking	(6)
Improvident	(1)
default	(2)
weighty	(11)
quarters	(1)
safely	(8)
shamefully	(3)
precinct	(1)
passing	(6)
fro	(3)
relieving	(1)
sentinels	(3)
weakly	(2)
breach	(19)
shift	(7)
gather	(13)
dispersed	(8)
platforms	(1)
endamage	(1)
spoils	(2)
Using	(2)
pitchy	(2)
mantle	(3)
veil	(4)
pursuit	(8)
Retreat	(6)
advance	(7)
middle	(2)
centre	(3)
ages	(4)
happen	(6)
erect	(1)
tomb	(10)
interr	(3)
engraved	(1)
mournful	(3)
muse	(6)
champion	(9)
confederates	(4)
Roused	(1)
drowsy	(7)
Leap	(2)
refuge	(4)
discern	(3)
dusky	(5)
Am	(11)
scared	(1)
trull	(2)
swiftly	(3)
turtle	(1)
hail	(4)
acts	(10)
applauded	(1)
Countess	(2)
Auvergne	(2)
modesty	(7)
entreats	(5)
beheld	(6)
fills	(7)
peaceful	(10)
comic	(2)
crave	(15)
despise	(3)
suit	(40)
oratory	(3)
kindness	(11)
unbidden	(1)
welcomest	(1)
remedy	(9)
Whispers	(4)
keys	(7)
Madam	(50)
Scythian	(1)
Tomyris	(1)
Cyrus	(1)
Great	(31)
rumor	(2)
achievements	(1)
Fain	(4)
censure	(6)
reports	(4)
ladyship	(6)
message	(10)
fabulous	(2)
Hector	(3)
grim	(6)
knit	(11)
Alas	(45)
silly	(7)
dwarf	(1)
writhled	(1)
shrimp	(1)
craves	(6)
abrupt	(1)
belief	(3)
certify	(1)
Prisoner	(1)
trained	(2)
Long	(16)
gallery	(3)
picture	(3)
chain	(3)
tyranny	(14)
Wasted	(1)
husbands	(5)
captivate	(2)
Laughest	(1)
wretch	(20)
moan	(5)
fond	(14)
Whereon	(3)
severity	(1)
humanity	(1)
madam	(66)
spacious	(2)
roof	(3)
sufficient	(7)
riddling	(1)
merchant	(3)
contrarieties	(1)
agree	(7)
Winds	(1)
horn	(6)
Drums	(2)
peal	(1)
sinews	(7)
yoketh	(1)
rebellious	(3)
necks	(6)
Razeth	(1)
subverts	(1)
desolate	(3)
Victorious	(2)
abuse	(19)
bruited	(2)
presumption	(5)
provoke	(3)
wrath	(18)
sorry	(14)
misconstrue	(1)
composition	(5)
offended	(8)
satisfaction	(7)
Taste	(3)
honoured	(1)
Temple	(4)
garden	(20)
Earls	(2)
silence	(13)
Dare	(7)
convenient	(6)
wrangling	(4)
error	(3)
Judge	(1)
Warwick	(183)
Between	(22)
hawks	(2)
deeper	(4)
blades	(1)
girls	(1)
merriest	(2)
perhaps	(8)
quillets	(2)
wiser	(2)
daw	(1)
mannerly	(1)
forbearance	(2)
purblind	(1)
apparell	(1)
shining	(7)
evident	(1)
glimmer	(1)
dumb	(6)
significants	(1)
pleaded	(2)
brier	(1)
flatterer	(4)
Pluck	(5)
insinuating	(2)
fewest	(2)
roses	(5)
cropp	(4)
objected	(1)
subscribe	(3)
plainness	(3)
blossom	(4)
Giving	(7)
verdict	(5)
Prick	(4)
paint	(3)
surgeon	(3)
study	(10)
scabbard	(1)
meditating	(3)
dye	(2)
witnessing	(1)
Blush	(3)
piercing	(3)
Whiles	(15)
consuming	(2)
eats	(2)
Turn	(11)
Proud	(6)
Pole	(12)
thereof	(20)
throat	(17)
conversing	(2)
Lionel	(5)
Clarence	(99)
Spring	(1)
crestless	(1)
yeomen	(1)
root	(17)
craven	(3)
executed	(5)
attainted	(3)
Corrupted	(1)
exempt	(5)
gentry	(3)
restored	(10)
attached	(2)
Condemn	(1)
growing	(11)
ripen	(5)
partaker	(1)
note	(23)
warn	(7)
cognizance	(1)
wither	(16)
height	(10)
degree	(21)
choked	(4)
braved	(3)
perforce	(20)
object	(12)
parliament	(20)
truce	(8)
created	(8)
accounted	(1)
signal	(9)
brawl	(5)
Grown	(1)
souls	(49)
Thanks	(16)
Gaolers	(2)
Kind	(4)
keepers	(1)
decaying	(1)
haled	(1)
rack	(3)
imprisonment	(10)
pursuivants	(2)
Nestor	(2)
aged	(6)
Argue	(1)
lamps	(1)
wasting	(2)
Wax	(1)
drawing	(4)
exigent	(1)
Weak	(2)
overborne	(3)
burthening	(1)
pithless	(1)
vine	(4)
droops	(3)
sapless	(2)
branches	(8)
strengthless	(2)
numb	(2)
Unable	(1)
support	(5)
lump	(5)
Swift	(1)
witting	(1)
keeper	(12)
Enough	(6)
satisfied	(17)
equal	(20)
loathsome	(5)
sequestration	(2)
obscured	(2)
Deprived	(1)
inheritance	(9)
arbitrator	(1)
despairs	(2)
Just	(3)
umpire	(2)
troubles	(5)
expired	(2)
recover	(8)
ignobly	(2)
despised	(6)
Direct	(2)
kindly	(8)
fainting	(3)
declare	(4)
stem	(4)
disease	(9)
Among	(7)
upbraid	(3)
obloquy	(1)
requited	(1)
alliance	(11)
imprison	(5)
detain	(2)
flowering	(3)
dungeon	(3)
pine	(3)
instrument	(8)
decease	(3)
Discover	(1)
fading	(1)
Deposed	(2)
begotten	(3)
lawful	(28)
descent	(10)
Percies	(1)
Finding	(2)
usurpation	(3)
Endeavor	(1)
advancement	(4)
Leaving	(6)
parentage	(3)
derived	(9)
pedigree	(4)
fourth	(3)
heroic	(1)
laboured	(3)
rightful	(12)
liberty	(24)
Succeeding	(1)
Langley	(3)
Marrying	(1)
Again	(5)
distress	(8)
Levied	(1)
weening	(1)
install	(3)
diadem	(9)
beheaded	(3)
Mortimers	(1)
rested	(2)
wary	(2)
studious	(1)
admonishments	(1)
execution	(19)
politic	(2)
Strong	(3)
fixed	(11)
removing	(1)
courts	(4)
cloy	(4)
settled	(7)
passage	(14)
slaughterer	(1)
giveth	(1)
Mourn	(1)
sorrow	(71)
pilgrimage	(5)
hermit	(1)
overpass	(1)
imagine	(9)
burial	(4)
dies	(23)
torch	(7)
Choked	(2)
meaner	(4)
redress	(14)
Parliament	(4)
bill	(5)
snatches	(1)
Comest	(3)
premeditated	(2)
lines	(4)
pamphlets	(1)
studiously	(1)
Humphrey	(53)
accuse	(13)
invention	(3)
extemporal	(1)
Purpose	(1)
Presumptuous	(3)
commands	(7)
Think	(25)
although	(16)
writing	(5)
preferr	(5)
outrageous	(2)
crimes	(4)
Verbatim	(1)
rehearse	(2)
method	(2)
pen	(6)
audacious	(3)
wickedness	(3)
pestiferous	(1)
dissentious	(2)
pranks	(1)
infants	(4)
prattle	(2)
pernicious	(6)
usurer	(1)
Forward	(2)
Lascivious	(3)
beseems	(4)
trap	(3)
Beside	(7)
sifted	(1)
envious	(16)
malice	(34)
covetous	(3)
perverse	(2)
haps	(2)
wonted	(5)
dissension	(7)
preferreth	(1)
provoked	(9)
offends	(2)
incensed	(9)
because	(23)
engenders	(3)
thunder	(12)
accusations	(3)
lordly	(5)
imperious	(5)
saucy	(6)
useth	(1)
patronage	(2)
Unreverent	(1)
Gloster	(1)
reverent	(5)
Touching	(4)
spiritual	(5)
Roam	(1)
forbear	(10)
bishop	(16)
belongs	(4)
lordship	(40)
humbler	(2)
fitteth	(2)
plead	(13)
State	(2)
unhallow	(2)
Aside	(89)
fling	(4)
Uncles	(1)
watchmen	(1)
amity	(13)
scandal	(6)
peers	(35)
jar	(4)
Civil	(1)
viperous	(1)
worm	(6)
gnaws	(1)
uproar	(2)
Begun	(1)
Stones	(1)
Pity	(4)
Forbidden	(1)
pebble	(1)
banding	(1)
pelt	(1)
knock	(10)
windows	(7)
compell	(8)
shops	(1)
pates	(2)
ourself	(9)
slaughtering	(1)
mitigate	(2)
forbidden	(2)
resolute	(7)
Skirmish	(1)
household	(13)
unaccustom	(1)
upright	(11)
Inferior	(1)
commonweal	(5)
disgraced	(7)
inkhorn	(1)
slaughtered	(1)
parings	(1)
Begin	(2)
persuade	(9)
discord	(7)
afflict	(4)
sighs	(11)
relent	(7)
prefer	(2)
Yield	(6)
obstinate	(3)
repulse	(1)
enacted	(2)
enmity	(8)
thirst	(3)
submit	(6)
Compassion	(1)
stoop	(16)
Behold	(10)
discontented	(8)
fury	(20)
smoothed	(2)
brows	(18)
tragical	(2)
preach	(1)
offender	(5)
Sweet	(26)
gird	(4)
instruct	(5)
token	(3)
serveth	(1)
flag	(3)
followers	(23)
dissemble	(3)
joyful	(12)
contract	(7)
physic	(8)
affords	(5)
Accept	(1)
scroll	(4)
exhibit	(1)
Especially	(2)
occasions	(6)
Place	(7)
recompensed	(1)
willeth	(1)
lineal	(8)
humble	(30)
vows	(13)
Stoop	(6)
reguerdon	(2)
springs	(4)
perish	(11)
grudge	(3)
ALL	(15)
Perish	(2)
ignoble	(7)
seas	(20)
disanimates	(1)
friendly	(8)
ships	(4)
readiness	(4)
Sennet	(7)
likely	(10)
ensue	(5)
Burns	(2)
feigned	(3)
fester	(3)
members	(2)
rot	(2)
bones	(23)
sucking	(4)
babe	(6)
finish	(3)
hapless	(4)
disguised	(6)
sacks	(2)
backs	(8)
Take	(43)
heed	(20)
corn	(12)
slothful	(1)
notice	(10)
rulers	(1)
Knocks	(2)
Qui	(2)
est	(17)
Paysans	(1)
pauvres	(1)
gens	(2)
folks	(4)
sell	(10)
bell	(9)
rung	(2)
stratagem	(4)
practisants	(1)
specify	(1)
safest	(2)
thrusting	(2)
meaning	(17)
weakness	(7)
wedding	(4)
joineth	(1)
Talbotites	(1)
beacon	(2)
Defer	(1)
excursion	(1)
rue	(11)
survive	(2)
sorceress	(2)
hellish	(2)
unawares	(4)
escaped	(4)
excursions	(12)
gallants	(3)
rate	(9)
darnel	(2)
Scoff	(1)
courtezan	(1)
choke	(5)
Foul	(6)
hag	(3)
despite	(13)
Encompass	(1)
lustful	(4)
paramours	(1)
Becomes	(4)
taunt	(2)
twit	(2)
cowardice	(7)
Damsel	(2)
whisper	(7)
speaker	(6)
Belike	(4)
Hecate	(1)
Signior	(2)
muleters	(1)
peasant	(7)
captains	(9)
goodness	(16)
wi	(3)
greatest	(18)
Vow	(1)
sustain	(3)
conqueror	(10)
betrayed	(3)
Coeur	(6)
buried	(13)
partners	(3)
bestow	(11)
Fitter	(1)
crazy	(1)
partner	(2)
woe	(39)
Courageous	(2)
Pendragon	(1)
litter	(4)
vanquished	(4)
Undaunted	(1)
boasting	(1)
Talbots	(2)
fain	(17)
Lost	(1)
Warlike	(1)
Enshrines	(1)
erects	(1)
